,text
1370,@bbva_argentina Cuándo me van acreditar el depósito sustraído del cajero en el mes de agosto del 2019?
1371,"@sky_alfred @bbva_argentina No, quédate tranquilo aquí en Argentina es igual"
1372,@bbva_argentina el débito en 3 cuotas de lo que sería el congelamiento UVA Hipotecario entre octubre y diciembre queda suspendido?
1373,@narcomodela mi suegra está en casa en España y no puede comprar con la tarjeta de débito HSBC teniendo plata en la… https://t.co/LgNSCre9FY
1374,"@sansegundojorge ¡Hola Jorge! Te comentamos que si contás con el saldo suficiente en una de tus cuentas, podés real… https://t.co/XkF5h8sbrL"
1375,"@Gustavo84124185 ¡Hola Gustavo! En este caso, para poder ayudarte te solicitamos nos amplíes tu consulta por privad… https://t.co/fud3s1Ksyz"
1376,@bbva_argentina Hace más de dos semanas que no puedo hablar con nadie que me indique porque no me.debitaron en la c… https://t.co/Q25seohScE
1377,"@bbva_argentina Voy a difundir el canal de Denuncias de Defensa al consumidor, porque ustedes se cagan en sus clien… https://t.co/oxJ3DJp5KY"
1378,"@bbva_argentina @DNDConsumidor La tarjeta me la ofrece el banco
Retiro el plástico en sucursales del banco
Me envía… https://t.co/duFbOZvAP1"
1379,"RT @OyarDiego: @agusggustina @mauriciomacri A mí me pasa exactamente lo mismo, saque un crédito en 2018 para realizar remodelación de la vi…"
1380,"@agusggustina @mauriciomacri A mí me pasa exactamente lo mismo, saque un crédito en 2018 para realizar remodelación… https://t.co/NGN61WLkQq"
1381,"@bbva_argentina Holis, acabo de entrar en un loop en el sistema telefonico y los mails parece que se los mando a un… https://t.co/uMI9Kjil60"
1382,@LuletaQ Recordá que si fuiste víctima de fraude o phishing envía un mail a : delitosinformaticos-arg@bbva.com come… https://t.co/740QKyjqtC
1383,"@LuletaQ ¡Hola Buttercup! BBVA nunca solicita datos confidenciales como usuarios o claves, ya que es información pe… https://t.co/SJqrHvnQcs"
1384,@BAconsumidor @bbva_argentina Gracias por la respuesta. Procederé por esa vía en caso de no tener respuesta en los… https://t.co/vSbC3I2CLX
1385,"@CamiRCarp @bbva_argentina Creí que sólo aquí en México pasaba eso, y si no es la luz, falta de efectivo o no esta en servicio 😬😬😬"
1386,"RT @pazvidelaromero: @bbva_argentina sigo sin entender como funciona su atencion al cliente, telefonicamente te derivan a las redes pero en…"
1387,RT @heyandreg: @bbva_argentina necesito ayudaaaaa! Me llevan en circulos sin darme una respuesta online!
1388,@bbva_argentina me cobraron un cargo administrativo de 1000 en mi visa frances y quisiera cerrarla. este canal sirv… https://t.co/qiWD3EKxNX
1389,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario! Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunidad…"
1390,@amorypasipn BBVA Provincial - Cumaná
1391,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario! Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunidad…"
1392,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario! Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunidad…"
1393,"¡En BBVA Provincial estamos de aniversario! Cumplimos 67 años,  celebramos que seguimos apostando y creando oportun… https://t.co/N1Mv6jNVUY"
1394,"RT @BBVAProvincial: #QuedateEnCasa  ""Porque tu seguridad es importante para nosotros ponemos a tu disposición los canales digitales de BBVA…"
1395,"#QuedateEnCasa  ""Porque tu seguridad es importante para nosotros ponemos a tu disposición los canales digitales de… https://t.co/rMkJHRQh4c"
1396,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1397,"RT @CNSF_gob_mx: 📊 #BAS #BasJunio2020 #CNSF 📊
A junio de 2020, las 5 participaciones de mercado más grandes de Seguros y Fianzas fueron, Gr…"
1398,"RT @CNSF_gob_mx: 📊 #BAS #BasJunio2020 #CNSF 📊
A junio de 2020, las 5 participaciones de mercado más grandes de Seguros y Fianzas fueron, Gr…"
1399,"RT @CNSF_gob_mx: 📊 #BAS #BasJunio2020 #CNSF 📊
A junio de 2020, las 5 participaciones de mercado más grandes de Seguros y Fianzas fueron, Gr…"
1400,"RT @CNSF_gob_mx: 📊 #BAS #BasJunio2020 #CNSF 📊
A junio de 2020, las 5 participaciones de mercado más grandes de Seguros y Fianzas fueron, Gr…"
1401,"📊 #BAS #BasJunio2020 #CNSF 📊
A junio de 2020, las 5 participaciones de mercado más grandes de Seguros y Fianzas fue… https://t.co/BVU6lI8S5k"
1402,Varapalo judicial a BBVA por lo sucedido con un cliente en Albacete: Whatsapp /El Digital de Albacete/ La sección p… https://t.co/rBxxP0tk8B
1403,La Audiencia Provincial de #Albacete confirma la nulidad de una tarjeta del BBVA por tipo de interés “usurario” https://t.co/dgx7cPbY5E
1404,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1405,"RT @ABVasobanca: RT @BBVAProvincial Fitch Ratings ratifica calificación BBVA Banco Provincial, destaca rentabilidad y calidad de activos ht…"
1406,RT @BBVAProvincial: ¿Qué esperas? Descarga ya Dinero Rápido en tu iPhone y realiza pagos móviles al instante a clientes BBVA Provincial y d…
1407,RT @BBVAProvincial: ¿Qué esperas? Descarga ya Dinero Rápido en tu iPhone y realiza pagos móviles al instante a clientes BBVA Provincial y d…
1408,RT @BBVAProvincial: ¿Qué esperas? Descarga ya Dinero Rápido en tu iPhone y realiza pagos móviles al instante a clientes BBVA Provincial y d…
1409,¿Qué esperas? Descarga ya Dinero Rápido en tu iPhone y realiza pagos móviles al instante a clientes BBVA Provincial… https://t.co/Dwd7eEOpNn
1410,"#ManchetaTwitter: #FelizCumpleaños
BBVA Provincial 67 años haciendo historia en #Venezuela. ¡Muchas Felicidades!… https://t.co/1EEk9vTZLE"
1411,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1412,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1413,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1414,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1415,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1416,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1417,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1418,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1419,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1420,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1421,"RT @BBVAProvincial: ¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportunida…"
1422,"¡En BBVA Provincial estamos de aniversario!, Cumplimos 67 años,  celebramos que seguimos apostando y creando oportu… https://t.co/tk46Q57ZqI"
1423,Acaba de publicar una foto en BBVA Banco Provincial https://t.co/SEMg515D0H
1424,"@InterCliente Feliz día, aún sigo sin poder reportar la transferencia hecha a través del BBVA Provincial el día de… https://t.co/yWVnSEOVpj"
1425,"@bbva buenas tardes ""0108.0123.1315.0000.8682 grancelis Martinez. C.i 24.347.505 provincial corriente"" con esta cue… https://t.co/PduW9EMqop"
1426,@BBVAProvincial puedo solicitar mi tarjeta BBVA provincial por la página web ?
1427,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1428,"Corrección: me quitaron 10,000 puntos vida en el @bbva_peru sin avisarme."
1429,"Vencieron 10,000 puntos vida en el @bbva_peru y no me di cuenta 😤🤬"
1430,@DanielOlortiga @Genovev61561656 @paolobenza @bbva_peru @IndecopiOficial @SBSPERU @congresoperu También a mi mamá p… https://t.co/CpVdki4DhH
1431,"RT @JBalarezoB: @bbva_peru @bbva @BCPComunica Increible, luego d tanta pérdida d tiempo compruebo q no solo con el @BCPComunica sino q con…"
1432,"@bbva_peru @bbva @BCPComunica Increible, luego d tanta pérdida d tiempo compruebo q no solo con el @BCPComunica sin… https://t.co/RNbFBuRsoT"
1433,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1434,"@Elnomada9 @MORCILLA17 Yo tengo cuenta en el BBVA continental acá en Perú y si cobran una pequeña comisión, pero na… https://t.co/c4NorZTzSJ"
1435,@JulyLostaunau @bbva_peru Ese banco es de lo peor estoy de acuerdo yo tuve también un problema  tuve que llevar a m… https://t.co/1AqHh5Z35G
1436,@cib3r_ @bbva_peru @IndecopiOficial @ScotiabankPE tienes el whatsapp de indecopi para denunciar? bueno... tampoco e… https://t.co/hVf5hv8v2g
1437,@LucianaArata @bbva_peru @IndecopiOficial Lo mismo le pasa a mi con @ScotiabankPE toooodos los días a pesar de que… https://t.co/n65bJjmr4o
1438,"@bbva_peru @IndecopiOficial piden datos, números desde los que se comunican (que son varios) ya está inscrito mi nú… https://t.co/aK5T0J7pa5"
1439,"@bbva_peru @IndecopiOficial llamar 4 veces al día durante semanas, cuando la respuesta siempre es ""no, gracias"" deb… https://t.co/CSZdVS5WCA"
1440,@bbva_peru me pueden decir al menos si mi dinero de la AFP se encuentra ya en el banco para pasar a recogerlo? Voy… https://t.co/tKAtDAW2zc
1441,"@DanielOlortiga @bbva_peru @HenrryVillar Así son todos los bancos, si uno no los expone en redes no hacen nada por… https://t.co/OaGtMld8ym"
1442,"@BCPComunica @BCPGianfranco Puede ser posible q siendo cliente banca exclusiva, hago un depósito en $ y m lo deposi… https://t.co/PkssRn5YhS"
1443,"@paolobenza Si reactiva lo financia el gobierno y lo garantiza el gobierno, aún no entiendo porque le dio el poder… https://t.co/ohyURWwHeZ"
1444,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1445,"@paolobenza @CruzSilvaDelCa1 A mi también me negaron el prestamo de reactiva Perú en Scotiabank, Interbank y BBVA..… https://t.co/MeQk47rJ8e"
1446,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1447,@LifeMiles deja de tener aliados en Perú? Las tarjetas de @bbva_peru y @interbank (a partir del 24 de octubre) no p… https://t.co/RYQKkryeaj
1448,@josuepp24 @BellanoLibertad @MavilaHuertasC @elcomercio_peru La investigación fiscal hará la reconstrucción en el B… https://t.co/MotDfOnkqC
1449,"@bbrune23 Eso es una HIjoeputada ahora aqui en Vzla el banco BBVA también aplicaría eso a los extranjeros, un desca… https://t.co/LWvEzicPMt"
1450,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1451,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1452,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1453,"@bbva_peru Buenos días @bbva_peru, ya dejé mis datos por interno, estaré atento a sus comentarios. Ojalá tenga buen… https://t.co/5uilzPxtQL"
1454,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1455,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1456,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1457,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
1458,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1459,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1460,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
1461,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
1462,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1463,RT @2050Energia: @bbva_peru @HenrryVillar Les preocupa que los pongan en evidencia!!!
1464,"RT @Pame200287: @HenrryVillar @paolobenza @bbva_peru escribí  en otro tweet, antes de comentar lo que escribí acá q América se estaba repar…"
1465,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1466,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
1467,@bbva_peru @HenrryVillar Les preocupa que los pongan en evidencia!!!
1468,"@HenrryVillar @paolobenza @bbva_peru escribí  en otro tweet, antes de comentar lo que escribí acá q América se esta… https://t.co/g5To5Wd6su"
1469,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1470,"RT @Melissita1204: Me llaman del @bbva_peru para ofrecerme un beneficio adicional en mi TC. Les digo que luego de 15 años juntos, anulé mi…"
1471,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1472,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1473,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1474,@BellanoLibertad @josuepp24 @MavilaHuertasC @elcomercio_peru La investigación y la reconstrucción de los hechos en… https://t.co/EYRZGuPQgV
1475,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1476,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1477,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
1478,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1479,"@Melissita1204 @bbva_peru Yo uso truecaller, justo en éste momento me están llamando de claro y supongo para vender… https://t.co/yYj029WRnS"
1480,"@isa_martc Hola Isabel, lamentamos la percepción que mantienes en estos momentos. Asimismo, puedes seguir el paso a… https://t.co/0WQ60h2LgZ"
1481,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
1482,Qué bueno q tengo la app de @interbank porque hoy tenía un apuro y quise recargar el celular y jamás encontré la op… https://t.co/mWpywZWp2y
1483,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1484,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1485,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1486,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…"
1487,"@paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi se… https://t.co/uOPyZIyQ6E"
1488,RT @CereOficial: @Elnomada9 @MORCILLA17 No puede ser. En serio @bbva_peru ???
1489,RT @CereOficial: @Elnomada9 @MORCILLA17 No puede ser. En serio @bbva_peru ???
1490,"@Elnomada9 @CereOficial @MORCILLA17 @bbva_peru Ya habia leido aqui, que el @bbva tenia conflictos con el extranjero… https://t.co/tS49tWqcq2"
1491,RT @CereOficial: @Elnomada9 @MORCILLA17 No puede ser. En serio @bbva_peru ???
1492,@Elnomada9 @MORCILLA17 No puede ser. En serio @bbva_peru ???
1493,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
1494,@Melissita1204 @bbva_peru jaja cunado los descalifique en la encuesta de atenciona l cliente la chica casi me putea
1495,"RT @Melissita1204: Me llaman del @bbva_peru para ofrecerme un beneficio adicional en mi TC. Les digo que luego de 15 años juntos, anulé mi…"
1496,"Me llaman del @bbva_peru para ofrecerme un beneficio adicional en mi TC. Les digo que luego de 15 años juntos, anul… https://t.co/jMmqJCLxcb"
1497,"RT @hayfestival_esp: Agradecemos a Fundación BBVA, nuestro socio principal en Perú, que permite la realización del Hay Festivalito en esta…"
1498,"Agradecemos a Fundación BBVA, nuestro socio principal en Perú, que permite la realización del Hay Festivalito en es… https://t.co/Dy69Ktg52S"
1499,"Si eres cliente del #BBVA, por #Cyber, te regalamos hasta un 45% de descuento en todos nuestros productos LG. ¿Deja… https://t.co/zTjzW8UEgi"
1500,"@bbva_peru Buenas tardes , ayer baje la app pero aún no me permite realizar el cambio de contraseña no puedo ingres… https://t.co/Di9p2Ukq8w"
1501,"RT @feguiluzl: Esta fue una de las reflexiones que compartió @randizuckerberg, ex directora de Marketing de #Facebook y actual CEO de @Zuck…"
1502,"Esta fue una de las reflexiones que compartió @randizuckerberg, ex directora de Marketing de #Facebook y actual CEO… https://t.co/B1xZiJ3G1b"
1503,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1504,"@Edy00857453 Hola Edy, si bien tu caso ya fue canalizado en su momento, estamos a la espera de alguna respuesta. Ah… https://t.co/fP1fbIA1SQ"
1505,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
1506,"RT @BBVABancaRespon: 🎙La mayoría de nuestras decisiones, aciertos y errores, esconden un deseo: ser feliz 🌞 @_IreneVilla_ se reúne con un g…"
1507,#Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
1508,@SBSPERU Deseo hacer una consulta. ¿Es posible que bbva pueda rechazar un billete de 20 dolares por que esta un poc… https://t.co/XV2EzmjFb4
1509,"@bbva_peru Si fuera informativo, no sería condicionable para bloquear la tarjeta, allí dice “Acepto” no dice “En ca… https://t.co/matqerPeTK"
1510,"@Jomar_xd Joel, en la imagen que nos enviaste de nuestra aplicación, es informativo el costo de la reposición de tu… https://t.co/ir9OT92D1v"
1511,"@bbva_peru Creo que no conocen cómo funcionan sus procesos, porque tanto en su app y por teléfono te dicen que se t… https://t.co/FEQTNWtyuA"
1512,@bbva_peru No me resulta práctica en el App
1513,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1514,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1515,"RT @bbva: 🇵🇪 PLIN, el modelo inclusivo que satisface las necesidades de millones de personas que realizan transferencias, suma más de dos m…"
1516,"@hugo_mc @maferossi @ssaenzb @bbva_peru Igual, manejo aun el token físico del bcp. me instale el digital y a los 2… https://t.co/7sWz3HRZNh"
1517,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1518,"@bbva_peru En plena pandemia tuve que haber consumido de tarjeta de crédito un monto de 2 mil mensual, para que no… https://t.co/zSBF9sqJEu"
1519,"@bbva_peru En plena pandemia tuve que haber consumido de tarjeta de crédito un monto de 2 mil mensual, para que no… https://t.co/9q1XWRBF06"
1520,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1521,RT @Elixzabeth1908: @maferossi @bbva_peru soy experta en esos temas... es OBLIGACIÓN del banco el que sus productos sean seguros. Es más si…
1522,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1523,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1524,"@jenner_0204 Jenner, estamos reportando el número en mención para la seguridad de todos nuestros clientes. Quedamos… https://t.co/itVChRfJ4z"
1525,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1526,"RT @mercoranking: Las empresas con mejor reputación en el Perú en 2020: @AlicorpOficial apararece en primer lugar, seguida de @BackusOficia…"
1527,"RT @hayfestival_esp: Agradecemos a Fundación BBVA, nuestro socio principal en Perú, que permite la realización del Hay Festivalito en esta…"
1528,"Agradecemos a Fundación BBVA, nuestro socio principal en Perú, que permite la realización del Hay Festivalito en es… https://t.co/Dy69Ktg52S"
1529,"@mmarquet @BBVA_Mex @Profeco @CondusefMX Ir amiga, no hay una sola institución ni directiva en México que los.oblig… https://t.co/RdnvdKK5lZ"
1530,"@eduardocasdi @JessCiin @BBVARe_mx @BBVA_Mex 
@bbva
@Profeco 
Me he comunicado a su línea de atención telefónica y… https://t.co/xDGOcLNGCm"
1531,"@Soyfurrr A mí BBVA me funciona muy bien. Creo que no son quienes cobran menos intereses, pero tienen súper buena a… https://t.co/VPSFRUUWGw"
1532,"@26carlossm Sentimos las molestias ocasionadas y te pedimos disculpas por ello. En cualquier caso, si así lo deseas… https://t.co/aZBzHIORrd"
1533,@BBVA_espana El servicio de atención al cliente lo guía refiriéndolo a otros departamentos internos para que pierda… https://t.co/oGJ7ouiXjR
1534,"@yeissiGL @BBVAProvincial Estuve en su misma situación y me sirvió twittear a atención al cliente BBVA, luego nada,… https://t.co/tDdoaKlfvj"
1535,El servicio de atención al cliente de @bbva_argentina es pésimo. Me voy a cambiar de Banco. Deposite 10K hace más d… https://t.co/K5PLtyyMJO
1536,"RT @pazvidelaromero: @bbva_argentina sigo sin entender como funciona su atencion al cliente, telefonicamente te derivan a las redes pero en…"
1537,@fikagatanegra Hola. Puedes escribirnos a infobbvaresponde@bbva.com o @BBVAresponde_es para que los compañeros de a… https://t.co/mUWO34kfGx
1538,"@bbva_argentina sigo sin entender como funciona su atencion al cliente, telefonicamente te derivan a las redes pero… https://t.co/VHtxQfVM1X"
1539,@luisgarciarestr @BBVA_Colombia Pésimo el servicio de atención al cliente. Es como pedir asesoría a una pared
1540,@BBVA_Colombia Pésimo el servicio de atención al cliente. Es como pedir asesoría a una pared
1541,@BBVA_Colombia Pésimo el servicio de atención al cliente. Es como pedir asesoría a una pared
1542,Hola @bbva cómo hago para comunicarme telefónicamente con un representante por un problema con mi cuenta? En el nro… https://t.co/506daZ77mS
1543,@sdr_87 Buenas tardes Laura.Para poder desbloquearte el usuario de BBVA Net Cash y mandarte una nueva contraseña de… https://t.co/v3XUuFhMkA
1544,"@fer2200 Buenas tardes Ferrán. Para BBBVA Net Cash se debe acceder en: https://t.co/7qLBIa0r1K opción ""empresas"", e… https://t.co/Vk1E366mM1"
1545,"@BBVA_Colombia es imposible comunicarse a su línea de atención al cliente, cumplo con los requisitos para que no me… https://t.co/0NRtPuqJLZ"
1546,@antonioalvar Hola. Desde redes sociales no pedimos datos personales por seguridad. Te recomendamos que escribas a… https://t.co/GraaBdkSEO
1547,@aprendemasxmeno Hola. Puedes escribirnos a infobbvaresponde@bbva.com para que los compañeros de atención al client… https://t.co/qtWycGAj51
1548,"@bbva_argentina hola, como hago para comunicarme con ustedes? estoy hace semanas intentando llamar a atencion al cliente y nadie me contesta"
1549,@Goku30088 Hola. Puedes escribirnos a infobbvaresponde@bbva.com para que los compañeros de atención al cliente pued… https://t.co/pQqsfZ7lQH
1550,"@bbva Ya la oficina me ha devuelto el recibo, me dice que la comisión de descubierto 0,18 y 30€ la tengo que reclam… https://t.co/TnHzKa5HI0"
1551,"@bbva atención al cliente pésima. Reclamación el día 28/9 por no poder atenderme en oficina , no cogen teléfono. A… https://t.co/gRUpgeqEgu"
1552,la línea de atención al cliente de @BBVA_Colombia en serio que parece diseñada por la señora que no saluda cuando u… https://t.co/8LcN17JunZ
1553,"Que difícil ser cliente de 
@BBVA_Colombia sin oficinas de atención al público un sábado, sus líneas nunca están di… https://t.co/ajPs1ccvqz"
1554,"Que difícil ser cliente de @bbva en Colombia, sin oficinas de atención al público un sábado, sus líneas nunca están… https://t.co/p4tnXkeNVc"
1555,@ASPECPERU Hay bancos como el BBVA que con mucha amabilidad  te orientan y reprograman deudas. El Scotia tiene una… https://t.co/TrgWipj844
1556,"@BBVA_Mex  tarjeta de credito VIVE, no pasa los puntos en suburbia (hay promocion de puntos dobles) intente en 3 es… https://t.co/QoP0ZH2hiG"
1557,"Suena bien esta medida, ojalá sea en verdad en beneficio del usuario. Y sí, en la app, actualmente exige datos biom… https://t.co/rZU0sp8bJL"
1558,"@BBVA_Mex (\_/)
( •_•)
/ &gt; ❓

Ojalá que de verdad pudieran ofrecernos más y mejores soluciones para las tarjetas de… https://t.co/xm14drf4mp"
1559,RT @victor_abrego: @mario_dico50 por desgracia las bases de datos de los bancos son publicas de manera que cualquiera te marca te dice dato…
1560,"México tendrá nuevas tarjetas de BBVA, sin números ni CVV https://t.co/qWDm64TINB"
1561,RT @victor_abrego: @mario_dico50 por desgracia las bases de datos de los bancos son publicas de manera que cualquiera te marca te dice dato…
1562,@mandarined Mismo caso con BBVA. No sabría qué banco recomendar porque todas las tarjetas que he tenido han sido as… https://t.co/wUCFDh0U39
1563,"@BBVA_Mex Buenas tardes, una duda ¿esta persona trabaja para ustedes? a cada rato publica en Facebook diciendo que… https://t.co/e7F6BEWXfj"
1564,"RT @elEconomistaes: 💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
1565,"RT @elEconomistaes: 💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
1566,"RT @elEconomistaes: 💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
1567,"RT @elEconomistaes: 💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
1568,"RT @elEconomistaes: 💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
1569,"💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
1570,@mario_dico50 por desgracia las bases de datos de los bancos son publicas de manera que cualquiera te marca te dice… https://t.co/f1Cxg1eb4S
